"Depth: TMD [m]","Depth: TVD [m]","RPM  [rpm]","WOB  [t]","Flow IN  [l/min]","ROP  [m/h]","Formation","Hardness index 100","Mohes Index"
"1186","1185.93","85","6","2199","13.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1187","1186.93","88","10","2209","20.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1188","1187.93","83","11","2210","23.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1189","1188.93","87","12","2211","9.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1190","1189.93","85","10","2212","27.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1191","1190.93","86","10","2212","31.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1192","1191.93","84","11","2212","37.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1193","1192.93","85","10","2211","39.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1194","1193.93","82","12","2211","48.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1195","1194.93","85","11","2211","53.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1196","1195.93","82","8","2203","21.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1197","1196.93","83","9","2201","41.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1198","1197.93","83","9","2202","39.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1199","1198.93","83","10","2202","44.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1200","1199.93","83","10","2201","48.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1201","1200.93","85","10","2202","41.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1202","1201.93","83","10","2204","49.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1203","1202.93","88","12","2205","7.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1204","1203.93","87","10","2207","14.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1205","1204.93","86","7","2205","17.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1206","1205.93","89","9","2203","21.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1207","1206.93","88","8","2205","18.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1208","1207.93","87","9","2208","13.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1209","1208.93","83","10","2207","27.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1210","1209.93","80","11","2206","45.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1211","1210.93","82","11","2206","21.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1212","1211.93","84","10","2206","20.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1213","1212.93","88","11","2207","9.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1214","1213.93","89","5","2209","16.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1215","1214.93","89","5","2214","35.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1216","1215.93","89","9","2213","30.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1217","1216.93","87","12","2215","12.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1218","1217.93","85","11","2216","27.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1219","1218.93","82","11","2215","46.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1220","1219.93","82","12","2215","52.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1221","1220.93","81","12","2214","34.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1222","1221.93","86","11","2215","26.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1223","1222.93","87","9","2215","20.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1224","1223.93","89","8","2203","28.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1225","1224.93","84","9","2201","43.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1226","1225.93","84","11","2200","61.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1227","1226.93","81","12","2200","46.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1228","1227.93","87","11","2202","22.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1229","1228.93","90","9","2204","19.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1230","1229.93","89","9","2203","19.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1231","1230.93","88","10","2204","19.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1232","1231.93","97","7","2204","21","Westphalien-Namurien-E","80","5,5 - 6,5"
"1233","1232.93","80","7","2198","18.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1234","1233.93","83","8","2194","30.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1235","1234.93","82","9","2193","34.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1236","1235.93","80","9","2194","39.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1237","1236.93","85","7","2194","38.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1238","1237.93","77","10","2192","44.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1239","1238.93","82","9","2191","29.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1240","1239.93","91","7","2191","21","Westphalien-Namurien-E","80","5,5 - 6,5"
"1241","1240.93","85","10","2191","35.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1242","1241.93","83","11","2190","53.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1243","1242.93","96","6","2193","22.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1244","1243.93","104","5","2195","21.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1245","1244.93","95","11","2193","27.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1246","1245.93","110","8","2194","16.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1247","1246.93","109","7","2213","16.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1248","1247.93","119","4","2221","15.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1249","1248.93","121","5","2220","22.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1250","1249.93","107","7","2220","38.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1251","1250.93","99","6","2218","17.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1252","1251.93","78","5","2210","15.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1253","1252.93","76","6","2207","12.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1254","1253.93","78","5","2207","12.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1255","1254.93","76","6","2206","8.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1256","1255.93","73","8","2210","15.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1257","1256.93","84","11","2211","6.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1258","1257.93","90","8","2207","10.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1259","1258.93","91","6","2207","19.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1260","1259.93","81","9","2207","43.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1261","1260.93","90","7","2192","10.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1262","1261.93","98","7","2181","18.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1263","1262.93","94","9","2181","11.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1264","1263.93","90","9","2180","19","Westphalien-Namurien-E","80","5,5 - 6,5"
"1265","1264.93","94","10","2180","15","Westphalien-Namurien-E","80","5,5 - 6,5"
"1266","1265.93","94","8","2179","27.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1267","1266.93","89","9","2178","40.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1268","1267.93","93","8","2178","33.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1269","1268.93","91","9","2178","29.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1270","1269.93","96","5","2177","15.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1271","1270.93","98","6","2174","42.9","Westphalien-Namurien-E","80","5,5 - 6,5"
"1272","1271.93","108","6","2174","21.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1273","1272.93","96","9","2173","37.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1274","1273.93","93","10","2172","46","Westphalien-Namurien-E","80","5,5 - 6,5"
"1275","1274.93","94","9","2172","52.4","Westphalien-Namurien-E","80","5,5 - 6,5"
"1276","1275.93","91","10","2172","55.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1277","1276.92","95","9","2173","52.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1278","1277.92","93","11","2173","67","Westphalien-Namurien-E","80","5,5 - 6,5"
"1279","1278.92","92","8","2174","34","Westphalien-Namurien-E","80","5,5 - 6,5"
"1280","1279.92","72","8","2197","36.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1281","1280.92","76","7","2196","17","Westphalien-Namurien-E","80","5,5 - 6,5"
"1282","1281.92","73","8","2194","36.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1283","1282.92","70","9","2194","28.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1284","1283.92","72","8","2193","36","Westphalien-Namurien-E","80","5,5 - 6,5"
"1285","1284.92","87","6","2193","10","Westphalien-Namurien-E","80","5,5 - 6,5"
"1286","1285.92","88","4","2196","16.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1287","1286.92","85","5","2199","13.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1288","1287.92","90","5","2201","9.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1289","1288.92","91","4","2216","16.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1290","1289.92","86","8","2220","37.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1291","1290.92","82","9","2220","36.3","Westphalien-Namurien-E","80","5,5 - 6,5"
"1292","1291.92","84","9","2219","40.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1293","1292.92","91","8","2219","23","Westphalien-Namurien-E","80","5,5 - 6,5"
"1294","1293.92","91","8","2219","21.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1295","1294.92","93","8","2219","15.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1296","1295.92","94","9","2221","7.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1297","1296.92","98","6","2221","19.2","Westphalien-Namurien-E","80","5,5 - 6,5"
"1298","1297.92","92","6","2196","13.6","Westphalien-Namurien-E","80","5,5 - 6,5"
"1299","1298.92","93","6","2173","23.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1300","1299.92","97","6","2173","23.7","Westphalien-Namurien-E","80","5,5 - 6,5"
"1301","1300.92","96","6","2171","20.8","Westphalien-Namurien-E","80","5,5 - 6,5"
"1302","1301.92","89","8","2169","33.1","Westphalien-Namurien-E","80","5,5 - 6,5"
"1303","1302.92","104","6","2171","11.5","Westphalien-Namurien-E","80","5,5 - 6,5"
"1304","1303.92","90","8","2171","35","Westphalien-Namurien-E","80","5,5 - 6,5"
"1305","1304.92","100","5","2170","18.4","Namurien-D","82","6 - 6,5"
"1306","1305.92","105","6","2172","5.8","Namurien-D","82","6 - 6,5"
"1307","1306.92","96","5","2177","17.4","Namurien-D","82","6 - 6,5"
"1308","1307.92","103","5","2213","23.8","Namurien-D","82","6 - 6,5"
"1309","1308.92","100","8","2212","26.7","Namurien-D","82","6 - 6,5"
"1310","1309.92","106","7","2213","10.8","Namurien-D","82","6 - 6,5"
"1311","1310.92","115","5","2215","14.2","Namurien-D","82","6 - 6,5"
"1312","1311.92","105","10","2215","5.8","Namurien-D","82","6 - 6,5"
"1313","1312.92","100","9","2215","19.5","Namurien-D","82","6 - 6,5"
"1314","1313.92","103","8","2215","15.2","Namurien-D","82","6 - 6,5"
"1315","1314.92","99","8","2214","39.3","Namurien-D","82","6 - 6,5"
"1316","1315.92","106","6","2214","25.2","Namurien-D","82","6 - 6,5"
"1317","1316.92","96","6","2212","23.6","Namurien-D","82","6 - 6,5"
"1318","1317.92","89","9","2209","19.7","Namurien-D","82","6 - 6,5"
"1319","1318.92","93","10","2208","8.7","Namurien-D","82","6 - 6,5"
"1320","1319.92","89","9","2213","11.6","Namurien-D","82","6 - 6,5"
"1321","1320.92","88","9","2213","25.8","Namurien-D","82","6 - 6,5"
"1322","1321.92","88","10","2213","17.2","Namurien-D","82","6 - 6,5"
"1323","1322.92","89","9","2213","14.3","Namurien-D","82","6 - 6,5"
"1324","1323.92","93","6","2213","29.6","Namurien-D","82","6 - 6,5"
"1325","1324.92","96","5","2212","27.9","Namurien-D","82","6 - 6,5"
"1326","1325.92","82","4","2217","19.5","Namurien-D","82","6 - 6,5"
"1327","1326.92","76","5","2226","31.4","Namurien-D","82","6 - 6,5"
"1328","1327.92","77","7","2225","32.8","Namurien-D","82","6 - 6,5"
"1329","1328.92","73","8","2225","42.9","Namurien-D","82","6 - 6,5"
"1330","1329.92","73","8","2228","40.8","Namurien-D","82","6 - 6,5"
"1331","1330.92","74","8","2231","35.9","Namurien-D","82","6 - 6,5"
"1332","1331.92","74","8","2232","33.9","Namurien-D","82","6 - 6,5"
"1333","1332.92","74","7","2229","24","Namurien-D","82","6 - 6,5"
"1334","1333.92","73","9","2227","22.9","Namurien-D","82","6 - 6,5"
"1335","1334.92","88","8","2229","7.6","Namurien-D","82","6 - 6,5"
"1336","1335.92","107","7","2233","13","Namurien-D","82","6 - 6,5"
"1337","1336.92","103","9","2235","11.9","Namurien-D","82","6 - 6,5"
"1338","1337.92","105","10","2238","7.2","Namurien-D","82","6 - 6,5"
"1339","1338.92","112","7","2239","5.7","Namurien-D","82","6 - 6,5"
"1340","1339.92","110","7","2238","11.2","Namurien-D","82","6 - 6,5"
"1341","1340.92","109","9","2239","4.3","Namurien-D","82","6 - 6,5"
"1342","1341.92","110","9","2240","2.6","Namurien-D","82","6 - 6,5"
"1343","1342.92","119","6","2235","5.9","Namurien-D","82","6 - 6,5"
"1344","1343.92","111","4","2220","4.5","Namurien-D","82","6 - 6,5"
"1345","1344.92","85","10","2212","21.9","Namurien-D","82","6 - 6,5"
"1346","1345.92","84","11","2212","22.2","Namurien-D","82","6 - 6,5"
"1347","1346.92","84","10","2211","27.1","Namurien-D","82","6 - 6,5"
"1348","1347.92","84","11","2211","22.1","Namurien-D","82","6 - 6,5"
"1349","1348.92","84","11","2210","18.5","Namurien-D","82","6 - 6,5"
"1350","1349.92","88","10","2211","12.8","Namurien-D","82","6 - 6,5"
"1351","1350.92","88","10","2210","13.2","Namurien-D","82","6 - 6,5"
"1352","1351.92","89","10","2210","12.3","Namurien-D","82","6 - 6,5"
"1353","1352.92","90","11","2210","7.6","Namurien-D","82","6 - 6,5"
"1354","1353.92","90","11","2220","11.6","Namurien-D","82","6 - 6,5"
"1355","1354.92","88","12","2219","11","Namurien-D","82","6 - 6,5"
"1356","1355.92","87","13","2218","11.8","Namurien-D","82","6 - 6,5"
"1357","1356.92","90","12","2221","8.5","Namurien-D","82","6 - 6,5"
"1358","1357.92","96","9","2218","7.9","Namurien-D","82","6 - 6,5"
"1359","1358.92","88","11","2217","12.6","Namurien-D","82","6 - 6,5"
"1360","1359.92","93","10","2219","7.7","Namurien-D","82","6 - 6,5"
"1361","1360.92","92","10","2219","10.5","Namurien-D","82","6 - 6,5"
"1362","1361.92","93","10","2217","15.3","Namurien-D","82","6 - 6,5"
"1363","1362.92","89","7","2216","10.3","Namurien-D","82","6 - 6,5"
"1364","1363.92","81","11","2212","14.8","Namurien-D","82","6 - 6,5"
"1365","1364.92","87","10","2213","10.9","Namurien-D","82","6 - 6,5"
"1366","1365.92","87","9","2214","11.7","Namurien-D","82","6 - 6,5"
"1367","1366.92","85","9","2214","16.4","Namurien-D","82","6 - 6,5"
"1368","1367.92","89","10","2213","5.2","Namurien-D","82","6 - 6,5"
"1369","1368.92","83","9","2213","21","Namurien-D","82","6 - 6,5"
"1370","1369.92","86","10","2214","10","Namurien-D","82","6 - 6,5"
"1371","1370.92","86","9","2215","13.4","Namurien-D","82","6 - 6,5"
"1372","1371.92","84","9","2216","10","Namurien-D","82","6 - 6,5"
"1373","1372.92","94","9","2357","12.9","Namurien-D","82","6 - 6,5"
"1374","1373.92","91","11","2404","11.9","Namurien-D","82","6 - 6,5"
"1375","1374.92","95","11","2404","10.4","Namurien-D","82","6 - 6,5"
"1376","1375.92","95","10","2403","6.9","Namurien-D","82","6 - 6,5"
"1377","1376.92","106","6","2404","14.2","Namurien-D","82","6 - 6,5"
"1378","1377.92","106","6","2405","14.1","Namurien-D","82","6 - 6,5"
"1379","1378.92","111","7","2405","19.2","Namurien-D","82","6 - 6,5"
"1380","1379.92","106","7","2405","24.2","Namurien-D","82","6 - 6,5"
"1381","1380.92","108","7","2405","19.6","Namurien-D","82","6 - 6,5"
"1382","1381.92","107","6","2402","8.4","Namurien-D","82","6 - 6,5"
"1383","1382.92","103","7","2398","8.2","Namurien-D","82","6 - 6,5"
"1384","1383.92","109","6","2397","14.5","Namurien-D","82","6 - 6,5"
"1385","1384.92","109","7","2397","9.5","Namurien-D","82","6 - 6,5"
"1386","1385.92","106","8","2403","8.4","Namurien-D","82","6 - 6,5"
"1387","1386.92","124","6","2402","6.4","Namurien-D","82","6 - 6,5"
"1388","1387.92","124","6","2403","14.5","Namurien-D","82","6 - 6,5"
"1389","1388.91","121","7","2405","11.5","Namurien-D","82","6 - 6,5"
"1390","1389.91","117","6","2407","11.6","Namurien-D","82","6 - 6,5"
"1391","1390.91","112","6","2406","5.7","Namurien-D","82","6 - 6,5"
"1392","1391.91","96","12","2397","6.9","Namurien-D","82","6 - 6,5"
"1393","1392.91","99","12","2409","6.4","Namurien-D","82","6 - 6,5"
"1394","1393.91","96","12","2408","8.4","Namurien-D","82","6 - 6,5"
"1395","1394.91","92","12","2407","20.7","Namurien-D","82","6 - 6,5"
"1396","1395.91","91","11","2407","34","Namurien-D","82","6 - 6,5"
"1397","1396.91","91","11","2407","29.4","Namurien-D","82","6 - 6,5"
"1398","1397.91","91","11","2407","35.3","Namurien-D","82","6 - 6,5"
"1399","1398.91","90","11","2406","38.1","Namurien-D","82","6 - 6,5"
"1400","1399.91","89","12","2405","41.9","Namurien-D","82","6 - 6,5"
"1401","1400.91","100","6","2405","13.7","Namurien-D","82","6 - 6,5"
"1402","1401.91","88","9","2403","29.7","Namurien-D","82","6 - 6,5"
"1403","1402.91","85","10","2404","39.5","Namurien-D","82","6 - 6,5"
"1404","1403.91","88","9","2405","30.4","Namurien-D","82","6 - 6,5"
"1405","1404.91","89","9","2405","30.7","Namurien-D","82","6 - 6,5"
"1406","1405.91","89","9","2401","31.5","Namurien-D","82","6 - 6,5"
"1407","1406.91","85","11","2401","35.1","Namurien-D","82","6 - 6,5"
"1408","1407.91","85","11","2401","36.4","Namurien-D","82","6 - 6,5"
"1409","1408.91","82","12","2400","39.7","Namurien-D","82","6 - 6,5"
"1410","1409.91","82","10","2403","26.7","Namurien-D","82","6 - 6,5"
"1411","1410.91","86","11","2409","36.5","Namurien-D","82","6 - 6,5"
"1412","1411.91","83","12","2408","42.5","Namurien-D","82","6 - 6,5"
"1413","1412.91","84","10","2409","41.4","Namurien-D","82","6 - 6,5"
"1414","1413.91","83","12","2409","41.8","Namurien-D","82","6 - 6,5"
"1415","1414.91","83","12","2409","41.4","Namurien-D","82","6 - 6,5"
"1416","1415.91","83","12","2408","40.8","Namurien-D","82","6 - 6,5"
"1417","1416.91","82","12","2408","42.2","Namurien-D","82","6 - 6,5"
"1418","1417.91","83","11","2408","44.4","Namurien-D","82","6 - 6,5"
"1419","1418.91","83","12","2409","33.4","Namurien-D","82","6 - 6,5"
"1420","1419.91","93","5","2488","19.5","Namurien-D","82","6 - 6,5"
"1421","1420.91","95","6","2504","31.6","Namurien-D","82","6 - 6,5"
"1422","1421.91","96","7","2504","31.3","Namurien-D","82","6 - 6,5"
"1423","1422.91","100","7","2504","22.3","Namurien-D","82","6 - 6,5"
"1424","1423.91","91","8","2497","16.3","Namurien-D","82","6 - 6,5"
"1425","1424.91","103","4","2473","15.9","Namurien-D","82","6 - 6,5"
"1426","1425.91","98","5","2471","12.6","Namurien-D","82","6 - 6,5"
"1427","1426.91","99","5","2471","11.9","Namurien-D","82","6 - 6,5"
"1428","1427.91","105","3","2473","10","Namurien-D","82","6 - 6,5"
"1429","1428.91","94","5","2476","11.4","Namurien-D","82","6 - 6,5"
"1430","1429.91","89","8","2477","29.3","Namurien-D","82","6 - 6,5"
"1431","1430.91","86","9","2480","31.6","Namurien-D","82","6 - 6,5"
"1432","1431.91","84","9","2481","35.4","Namurien-D","82","6 - 6,5"
"1433","1432.91","85","9","2481","32.6","Namurien-D","82","6 - 6,5"
"1434","1433.91","86","9","2479","31.3","Namurien-D","82","6 - 6,5"
"1435","1434.91","87","9","2480","31.7","Namurien-D","82","6 - 6,5"
"1436","1435.91","88","9","2482","34.1","Namurien-D","82","6 - 6,5"
"1437","1436.91","92","7","2479","28.4","Namurien-D","82","6 - 6,5"
"1438","1437.91","88","6","2492","17.1","Namurien-D","82","6 - 6,5"
"1439","1438.91","107","5","2517","20","Namurien-D","82","6 - 6,5"
"1440","1439.91","93","7","2517","35.8","Namurien-D","82","6 - 6,5"
"1441","1440.91","89","8","2516","41.3","Namurien-D","82","6 - 6,5"
"1442","1441.91","88","9","2516","46.9","Namurien-D","82","6 - 6,5"
"1443","1442.91","88","9","2517","42.8","Namurien-D","82","6 - 6,5"
"1444","1443.91","99","8","2516","45.9","Namurien-D","82","6 - 6,5"
"1445","1444.91","96","10","2517","52.8","Namurien-D","82","6 - 6,5"
"1446","1445.91","98","10","2516","44.1","Namurien-D","82","6 - 6,5"
"1447","1446.91","97","8","2515","12.8","Namurien-D","82","6 - 6,5"
"1448","1447.91","122","6","2508","41.1","Namurien-D","82","6 - 6,5"
"1449","1448.91","120","7","2507","41.9","Namurien-D","82","6 - 6,5"
"1450","1449.91","113","8","2507","49.2","Namurien-D","82","6 - 6,5"
"1451","1450.91","116","7","2507","48","Namurien-D","82","6 - 6,5"
"1452","1451.91","110","8","2507","53.6","Namurien-D","82","6 - 6,5"
"1453","1452.91","120","7","2508","38.4","Namurien-D","82","6 - 6,5"
