depth_tmd,depth_tvd,rpm,wob,flow_in,rop,formation,Mohes Index,formationId
12,12.0,68,1,789,0.4,TURONIEN,3.5,12
13,13.0,68,1,846,2.5,TURONIEN,3.5,12
14,14.0,69,1,969,0.5,TURONIEN,3.5,12
15,15.0,72,1,685,1.4,TURONIEN,3.5,12
16,16.0,68,1,486,7.8,TURONIEN,3.5,12
17,17.0,80,1,499,1.6,TURONIEN,3.5,12
18,18.0,80,2,504,3.8,TURONIEN,3.5,12
19,19.0,79,2,502,8.3,TURONIEN,3.5,12
20,20.0,81,2,502,6.9,TURONIEN,3.5,12
21,21.0,81,2,502,7.1,TURONIEN,3.5,12
22,22.0,79,3,497,6.6,TURONIEN,3.5,12
23,23.0,78,3,487,6.6,TURONIEN,3.5,12
24,24.0,76,2,505,20.5,TURONIEN,3.5,12
25,25.0,81,1,517,11.5,TURONIEN,3.5,12
26,26.0,80,1,513,1.9,TURONIEN,3.5,12
27,27.0,87,4,547,0.4,TURONIEN,3.5,12
28,28.0,89,4,976,0.6,TURONIEN,3.5,12
29,29.0,94,4,1009,0.9,TURONIEN,3.5,12
30,30.0,92,3,1196,2.6,TURONIEN,3.5,12
31,31.0,106,1,1230,6.8,TURONIEN,3.5,12
32,32.0,106,1,1236,11.5,TURONIEN,3.5,12
33,33.0,101,1,1231,7.1,TURONIEN,3.5,12
34,34.0,81,3,1193,9.0,TURONIEN,3.5,12
35,35.0,83,0,1293,6.6,TURONIEN,3.5,12
36,36.0,87,1,1386,10.9,TURONIEN,3.5,12
37,37.0,87,2,1383,11.6,TURONIEN,3.5,12
38,38.0,88,2,1381,7.3,TURONIEN,3.5,12
39,39.0,87,3,1379,9.9,TURONIEN,3.5,12
40,40.0,86,3,1382,9.0,TURONIEN,3.5,12
41,41.0,83,4,1385,10.2,TURONIEN,3.5,12
42,42.0,84,4,1386,8.8,TURONIEN,3.5,12
43,43.0,85,3,1390,10.6,TURONIEN,3.5,12
44,44.0,86,3,1390,14.1,TURONIEN,3.5,12
45,45.0,77,3,1391,10.1,TURONIEN,3.5,12
46,46.0,75,2,1394,8.4,TURONIEN,3.5,12
47,47.0,78,2,1396,11.8,TURONIEN,3.5,12
48,48.0,79,1,1397,27.1,TURONIEN,3.5,12
49,49.0,80,1,1397,15.8,TURONIEN,3.5,12
50,50.0,79,1,1396,27.7,TURONIEN,3.5,12
51,51.0,80,1,1395,32.5,TURONIEN,3.5,12
52,52.0,74,3,1395,15.9,TURONIEN,3.5,12
53,53.0,78,2,1396,30.6,TURONIEN,3.5,12
54,54.0,79,1,1398,24.6,TURONIEN,3.5,12
55,55.0,80,1,1401,12.1,TURONIEN,3.5,12
56,56.0,73,2,1501,12.9,TURONIEN,3.5,12
57,57.0,77,3,1595,13.4,TURONIEN,3.5,12
58,58.0,80,2,1596,9.0,TURONIEN,3.5,12
59,59.0,77,3,1597,14.7,TURONIEN,3.5,12
60,60.0,80,2,1598,7.6,TURONIEN,3.5,12
61,61.0,80,2,1596,11.6,TURONIEN,3.5,12
62,62.0,80,2,1597,10.1,TURONIEN,3.5,12
63,63.0,79,3,1598,13.3,TURONIEN,3.5,12
64,64.0,81,2,1599,8.2,TURONIEN,3.5,12
65,65.0,78,2,1634,10.7,TURONIEN,3.5,12
66,66.0,81,4,1792,22.6,TURONIEN,3.5,12
67,67.0,86,2,1796,9.6,TURONIEN,3.5,12
68,68.0,85,3,1804,10.6,TURONIEN,3.5,12
69,69.0,86,2,1804,7.7,TURONIEN,3.5,12
70,70.0,87,3,1806,7.1,TURONIEN,3.5,12
71,71.0,85,3,1806,7.0,TURONIEN,3.5,12
72,72.0,83,4,1805,10.3,TURONIEN,3.5,12
73,73.0,81,2,1801,5.3,TURONIEN,3.5,12
74,74.0,85,1,1800,6.5,TURONIEN,3.5,12
75,75.0,97,3,1815,7.1,TURONIEN,3.5,12
76,76.0,97,3,1814,9.3,TURONIEN,3.5,12
77,77.0,99,3,1815,9.0,TURONIEN,3.5,12
78,78.0,98,3,1812,7.4,TURONIEN,3.5,12
79,79.0,97,3,1812,14.7,TURONIEN,3.5,12
80,80.0,97,3,1815,23.0,Argiles & Gypese,1.75,0
81,81.0,92,2,1872,6.3,Argiles & Gypese,1.75,0
82,82.0,89,2,1996,11.7,Argiles & Gypese,1.75,0
83,83.0,87,2,1838,4.5,Argiles & Gypese,1.75,0
84,84.0,89,1,2227,6.3,Argiles & Gypese,1.75,0
85,85.0,86,1,2395,3.8,Argiles & Gypese,1.75,0
86,86.0,84,2,2395,5.5,Argiles & Gypese,1.75,0
87,87.0,86,2,2395,5.4,Argiles & Gypese,1.75,0
88,88.0,87,3,2397,4.1,Argiles & Gypese,1.75,0
89,89.0,89,1,2395,6.1,Argiles & Gypese,1.75,0
90,90.0,87,1,2394,6.2,Argiles & Gypese,1.75,0
91,91.0,89,1,2392,2.3,Argiles & Gypese,1.75,0
92,92.0,83,1,2393,5.6,Argiles & Gypese,1.75,0
93,93.0,85,2,2393,6.6,Argiles & Gypese,1.75,0
94,94.0,84,2,2393,7.0,Argiles & Gypese,1.75,0
95,95.0,90,3,2393,6.3,Argiles & Gypese,1.75,0
96,96.0,90,3,2392,8.2,Argiles & Gypese,1.75,0
97,97.0,92,2,2395,6.9,Argiles & Gypese,1.75,0
98,98.0,93,2,2389,7.9,Argiles & Gypese,1.75,0
99,99.0,93,2,2386,9.8,Argiles & Gypese,1.75,0
100,100.0,94,1,2388,7.8,Argiles & Gypese,1.75,0
101,101.0,93,1,2379,4.3,Argiles & Gypese,1.75,0
102,102.0,80,2,2356,3.5,Argiles & Gypese,1.75,0
103,103.0,75,3,2364,17.5,Argiles & Gypese,1.75,0
104,104.0,80,2,2363,8.4,Argiles & Gypese,1.75,0
105,105.0,77,4,2362,8.8,Argiles & Gypese,1.75,0
106,106.0,76,6,2362,3.5,Argiles & Gypese,1.75,0
107,107.0,80,6,2360,3.9,Argiles & Gypese,1.75,0
108,108.0,81,4,2355,8.7,Argiles & Gypese,1.75,0
109,109.0,82,4,2355,8.5,Argiles & Gypese,1.75,0
110,110.0,84,3,2351,9.4,Argiles & Gypese,1.75,0
111,111.0,81,4,2407,7.8,Argiles & Gypese,1.75,0
112,112.0,87,4,2413,9.0,Argiles & Gypese,1.75,0
113,113.0,82,4,2412,7.2,Argiles & Gypese,1.75,0
114,114.0,83,6,2409,6.8,Argiles & Gypese,1.75,0
115,115.0,84,5,2412,10.5,Argiles & Gypese,1.75,0
116,116.0,89,3,2406,7.9,Argiles & Gypese,1.75,0
117,117.0,89,4,2402,7.0,Argiles & Gypese,1.75,0
118,118.0,86,5,2401,8.5,Argiles & Gypese,1.75,0
119,119.0,88,4,2400,8.5,Argiles & Gypese,1.75,0
120,120.0,89,1,2381,6.7,Argiles & Gypese,1.75,0
121,121.0,94,0,2380,12.7,Argiles & Gypese,1.75,0
122,122.0,86,3,2377,9.5,Argiles & Gypese,1.75,0
123,123.0,81,5,2377,8.5,Argiles & Gypese,1.75,0
124,124.0,82,6,2377,9.7,Argiles & Gypese,1.75,0
125,125.0,83,4,2376,12.2,Argiles & Gypese,1.75,0
126,126.0,82,5,2376,10.0,Argiles & Gypese,1.75,0
127,127.0,83,4,2374,9.1,Argiles & Gypese,1.75,0
128,128.0,80,7,2384,8.4,Argiles & Gypese,1.75,0
129,129.0,81,5,2384,10.1,Argiles & Gypese,1.75,0
130,130.0,80,5,2385,5.9,Argiles & Gypese,1.75,0
131,131.0,81,5,2384,10.6,Argiles & Gypese,1.75,0
132,132.0,83,4,2383,10.0,Argiles & Gypese,1.75,0
133,133.0,87,4,2383,10.0,Argiles & Gypese,1.75,0
134,134.0,86,4,2383,9.3,Argiles & Gypese,1.75,0
135,135.0,80,6,2384,8.5,Argiles & Gypese,1.75,0
136,136.0,79,6,2382,9.0,Argiles & Gypese,1.75,0
137,137.0,83,5,2382,6.2,Argiles & Gypese,1.75,0
138,138.0,79,6,2382,8.1,Argiles & Gypese,1.75,0
139,139.0,81,4,2379,7.1,Argiles & Gypese,1.75,0
140,140.0,81,5,2361,8.2,Argiles & Gypese,1.75,0
141,141.0,81,7,2362,3.7,Argiles & Gypese,1.75,0
142,142.0,82,4,2363,8.9,Argiles & Gypese,1.75,0
143,143.0,84,3,2360,8.8,Argiles & Gypese,1.75,0
144,144.0,84,2,2362,6.7,Argiles & Gypese,1.75,0
145,145.0,86,2,2361,7.3,Argiles & Gypese,1.75,0
146,146.0,88,2,2357,5.2,Argiles & Gypese,1.75,0
147,147.0,87,3,2366,6.0,Argiles & Gypese,1.75,0
148,148.0,98,3,2379,6.4,Argiles & Gypese,1.75,0
149,149.0,98,3,2377,6.8,Argiles & Gypese,1.75,0
150,150.0,100,3,2377,5.2,Argiles & Gypese,1.75,0
151,151.0,101,3,2377,4.1,Argiles & Gypese,1.75,0
152,152.0,99,3,2375,3.2,Argiles & Gypese,1.75,0
153,153.0,99,3,2371,5.4,Argiles & Gypese,1.75,0
154,154.0,97,4,2372,4.9,Argiles & Gypese,1.75,0
155,155.0,98,4,2370,7.1,Argiles & Gypese,1.75,0
156,156.0,95,6,2369,2.5,Argiles & Gypese,1.75,0
157,157.0,92,6,2372,3.9,Argiles & Gypese,1.75,0
158,158.0,99,2,2401,14.0,Argiles & Gypese,1.75,0
159,159.0,92,4,2403,7.3,Argiles & Gypese,1.75,0
160,160.0,86,7,2399,6.3,Argiles & Gypese,1.75,0
161,161.0,87,5,2399,11.7,Argiles & Gypese,1.75,0
162,162.0,89,5,2398,10.7,Argiles & Gypese,1.75,0
163,163.0,90,4,2397,8.6,Argiles & Gypese,1.75,0
164,164.0,85,5,2398,14.2,Argiles & Gypese,1.75,0
165,165.0,94,3,2398,11.7,Argiles & Gypese,1.75,0
166,166.0,105,3,2428,6.6,Argiles & Gypese,1.75,0
167,167.0,106,3,2437,12.6,Argiles & Gypese,1.75,0
168,168.0,102,5,2442,7.9,Argiles & Gypese,1.75,0
169,169.0,97,3,2438,4.6,Argiles & Gypese,1.75,0
170,170.0,99,2,2439,4.7,Argiles & Gypese,1.75,0
171,171.0,99,2,2440,5.3,Argiles & Gypese,1.75,0
172,172.0,97,2,2439,6.5,Argiles & Gypese,1.75,0
173,173.0,99,2,2440,9.4,Argiles & Gypese,1.75,0
174,174.0,100,2,2440,7.8,Argiles & Gypese,1.75,0
175,175.0,94,3,2440,2.8,Argiles & Gypese,1.75,0
176,176.0,88,3,2442,5.7,Argiles & Gypese,1.75,0
177,177.0,86,6,2442,11.9,Argiles & Gypese,1.75,0
178,178.0,89,4,2442,18.5,Argiles & Gypese,1.75,0
179,179.0,92,5,2441,12.0,Argiles & Gypese,1.75,0
180,180.0,97,5,2444,7.4,Argiles & Gypese,1.75,0
181,181.0,100,4,2441,8.4,Argiles & Gypese,1.75,0
182,182.0,99,4,2436,12.5,Argiles & Gypese,1.75,0
183,183.0,99,5,2434,11.1,Argiles & Gypese,1.75,0
184,184.0,96,5,2420,9.4,Argiles & Gypese,1.75,0
185,185.0,96,3,2398,8.2,Argiles & Gypese,1.75,0
186,186.0,96,3,2387,6.9,Argiles & Gypese,1.75,0
187,187.0,89,6,2382,12.7,Argiles & Gypese,1.75,0
188,188.0,99,2,2384,3.3,Argiles & Gypese,1.75,0
189,189.0,96,3,2383,6.4,Argiles & Gypese,1.75,0
190,190.0,97,3,2378,5.9,Argiles & Gypese,1.75,0
191,191.0,96,4,2398,5.1,Argiles & Gypese,1.75,0
192,192.0,95,4,2402,5.2,Argiles & Gypese,1.75,0
193,193.0,94,3,2400,7.7,Argiles & Gypese,1.75,0
194,194.0,90,4,2401,7.3,Argiles & Gypese,1.75,0
195,195.0,92,6,2411,8.7,Argiles & Gypese,1.75,0
196,196.0,97,4,2421,13.8,Argiles & Gypese,1.75,0
197,197.0,93,8,2407,14.0,Argiles & Gypese,1.75,0
198,198.0,100,5,2405,8.5,Argiles & Gypese,1.75,0
199,199.0,94,7,2409,10.2,Argiles & Gypese,1.75,0
200,200.0,94,6,2409,9.2,Argiles & Gypese,1.75,0
201,201.0,94,6,2408,8.0,Argiles & Gypese,1.75,0
202,202.0,96,6,2408,10.2,Argiles & Gypese,1.75,0
203,203.0,85,4,2391,3.2,Argiles & Gypese,1.75,0
204,204.0,83,5,2371,8.4,Argiles & Gypese,1.75,0
205,205.0,83,6,2372,9.6,Argiles & Gypese,1.75,0
206,206.0,89,4,2361,4.6,Argiles & Gypese,1.75,0
207,207.0,84,5,2360,4.8,Argiles & Gypese,1.75,0
208,208.0,84,6,2361,6.5,Argiles & Gypese,1.75,0
209,209.0,77,8,2359,7.1,Argiles & Gypese,1.75,0
210,210.0,79,7,2361,5.6,Argiles & Gypese,1.75,0
211,211.0,80,7,2359,7.3,Argiles & Gypese,1.75,0
212,212.0,74,6,2352,5.4,Argiles & Gypese,1.75,0
213,213.0,69,6,2346,8.9,Argiles & Gypese,1.75,0
214,214.0,68,7,2345,12.2,Argiles & Gypese,1.75,0
215,215.0,74,4,2343,5.9,Argiles & Gypese,1.75,0
216,216.0,68,7,2345,7.2,Argiles & Gypese,1.75,0
217,217.0,69,6,2343,5.5,Argiles & Gypese,1.75,0
218,218.0,71,5,2343,4.9,Argiles & Gypese,1.75,0
219,219.0,78,5,2343,4.7,Argiles & Gypese,1.75,0
220,220.0,77,5,2345,7.7,Argiles & Gypese,1.75,0
221,221.0,80,5,2340,5.4,Argiles & Gypese,1.75,0
222,222.0,78,3,2380,6.1,Argiles & Gypese,1.75,0
223,223.0,77,5,2391,10.3,Argiles & Gypese,1.75,0
224,224.0,78,4,2385,12.8,Argiles & Gypese,1.75,0
225,225.0,82,3,2387,9.3,Argiles & Gypese,1.75,0
226,226.0,80,3,2387,11.4,Argiles & Gypese,1.75,0
227,227.0,80,3,2386,9.9,Argiles & Gypese,1.75,0
228,228.0,81,3,2383,6.3,Argiles & Gypese,1.75,0
229,229.0,83,2,2384,6.7,Argiles & Gypese,1.75,0
230,230.0,82,2,2383,6.4,Argiles & Gypese,1.75,0
231,231.0,78,4,2384,6.3,Argiles & Gypese,1.75,0
232,232.0,93,2,2399,4.9,Argiles & Gypese,1.75,0
233,233.0,89,4,2437,9.7,Argiles & Gypese,1.75,0
234,234.0,85,6,2437,12.7,Argiles & Gypese,1.75,0
235,235.0,90,3,2438,8.4,Argiles & Gypese,1.75,0
236,236.0,93,2,2440,7.1,Argiles & Gypese,1.75,0
237,237.0,92,3,2438,7.8,Argiles & Gypese,1.75,0
238,238.0,95,1,2436,6.1,Argiles & Gypese,1.75,0
239,239.0,88,2,2429,5.2,Argiles & Gypese,1.75,0
240,240.0,85,5,2431,3.1,Argiles & Gypese,1.75,0
241,241.0,88,3,2422,2.5,Argiles & Gypese,1.75,0
242,242.0,94,3,2410,5.9,Argiles & Gypese,1.75,0
243,243.0,92,4,2399,5.9,Argiles & Gypese,1.75,0
244,244.0,91,5,2396,5.1,Argiles & Gypese,1.75,0
245,245.0,90,5,2396,5.8,Argiles & Gypese,1.75,0
246,246.0,91,4,2398,6.8,Argiles & Gypese,1.75,0
247,247.0,88,6,2395,7.4,Argiles & Gypese,1.75,0
248,248.0,91,5,2387,7.0,Argiles & Gypese,1.75,0
249,249.0,88,6,2393,5.7,Argiles & Gypese,1.75,0
250,250.0,83,6,2394,6.6,Argiles & Gypese,1.75,0
251,251.0,92,7,2410,8.8,Argiles & Gypese,1.75,0
252,252.0,92,6,2415,16.4,Argiles & Gypese,1.75,0
253,253.0,104,3,2415,5.7,Argiles & Gypese,1.75,0
254,254.0,100,5,2417,6.5,Argiles & Gypese,1.75,0
255,255.0,102,4,2418,4.6,Argiles & Gypese,1.75,0
256,256.0,104,3,2419,3.8,Argiles & Gypese,1.75,0
257,257.0,103,4,2419,5.1,Argiles & Gypese,1.75,0
258,258.0,102,4,2422,5.2,Argiles & Gypese,1.75,0
259,259.0,98,4,2420,6.0,Argiles & Gypese,1.75,0
260,260.0,90,5,2384,6.1,Argiles & Gypese,1.75,0
261,261.0,95,5,2375,4.8,Serie-dIn-Akami,2.5,8
262,262.0,94,5,2376,3.1,Serie-dIn-Akami,2.5,8
263,263.0,94,5,2378,3.0,Serie-dIn-Akami,2.5,8
264,264.0,92,6,2374,3.8,Serie-dIn-Akami,2.5,8
265,265.0,90,6,2373,6.6,Serie-dIn-Akami,2.5,8
266,266.0,88,7,2371,6.7,Serie-dIn-Akami,2.5,8
267,267.0,92,5,2371,5.1,Serie-dIn-Akami,2.5,8
268,268.0,89,7,2371,4.1,Serie-dIn-Akami,2.5,8
269,269.0,91,2,2388,13.4,Serie-dIn-Akami,2.5,8
270,270.0,85,7,2398,6.0,Serie-dIn-Akami,2.5,8
271,271.0,87,8,2398,10.7,Serie-dIn-Akami,2.5,8
272,272.0,94,5,2424,8.6,Serie-dIn-Akami,2.5,8
273,273.0,91,6,2505,11.5,Serie-dIn-Akami,2.5,8
274,274.0,96,4,2507,10.1,Serie-dIn-Akami,2.5,8
275,275.0,93,5,2508,10.0,Serie-dIn-Akami,2.5,8
276,276.0,89,8,2505,6.8,Serie-dIn-Akami,2.5,8
277,277.0,92,5,2505,15.3,Serie-dIn-Akami,2.5,8
278,278.0,90,6,2504,12.5,Serie-dIn-Akami,2.5,8
279,278.99,86,6,2526,9.6,Serie-dIn-Akami,2.5,8
280,279.99,90,7,2600,12.9,Serie-dIn-Akami,2.5,8
281,280.99,91,6,2590,18.7,Serie-dIn-Akami,2.5,8
282,281.99,91,6,2588,23.3,Serie-dIn-Akami,2.5,8
283,282.99,91,6,2589,14.2,Serie-dIn-Akami,2.5,8
284,283.99,91,7,2590,13.8,Serie-dIn-Akami,2.5,8
285,284.99,90,7,2592,14.3,Serie-dIn-Akami,2.5,8
286,285.99,92,6,2592,17.7,Serie-dIn-Akami,2.5,8
287,286.99,89,6,2592,14.0,Serie-dIn-Akami,2.5,8
288,287.99,86,8,2592,13.5,Serie-dIn-Akami,2.5,8
289,288.99,90,4,2582,7.9,Serie-dIn-Akami,2.5,8
290,289.99,91,4,2571,30.7,Serie-dIn-Akami,2.5,8
291,290.99,92,3,2564,20.0,Serie-dIn-Akami,2.5,8
292,291.99,90,5,2579,19.1,Serie-dIn-Akami,2.5,8
293,292.99,92,4,2579,21.7,Serie-dIn-Akami,2.5,8
294,293.99,94,3,2573,22.3,Serie-dIn-Akami,2.5,8
295,294.99,92,5,2568,19.0,Serie-dIn-Akami,2.5,8
296,295.99,93,4,2564,17.3,Serie-dIn-Akami,2.5,8
297,296.99,92,4,2571,16.0,Serie-dIn-Akami,2.5,8
298,297.99,91,4,2590,11.4,Serie-dIn-Akami,2.5,8
299,298.99,90,6,2595,9.2,Serie-dIn-Akami,2.5,8
300,299.99,94,4,2589,8.2,Serie-dIn-Akami,2.5,8
301,300.99,97,3,2590,10.5,Serie-dIn-Akami,2.5,8
302,301.99,96,4,2584,8.2,Serie-dIn-Akami,2.5,8
303,302.99,92,6,2582,5.0,Serie-dIn-Akami,2.5,8
304,303.99,94,5,2587,6.3,Serie-dIn-Akami,2.5,8
305,304.99,95,5,2582,6.7,Serie-dIn-Akami,2.5,8
306,305.99,91,3,2581,5.9,Serie-dIn-Akami,2.5,8
307,306.99,88,7,2584,8.0,Taouratine-Sup,2.75,15
308,307.99,92,8,2590,14.2,Taouratine-Sup,2.75,15
309,308.99,87,8,2591,12.9,Taouratine-Sup,2.75,15
310,309.99,86,8,2593,11.7,Taouratine-Sup,2.75,15
311,310.99,89,9,2593,7.8,Taouratine-Sup,2.75,15
312,311.99,97,6,2595,11.3,Taouratine-Sup,2.75,15
313,312.99,93,5,2596,18.7,Taouratine-Sup,2.75,15
314,313.99,87,6,2597,16.0,Taouratine-Sup,2.75,15
315,314.99,88,8,2593,5.7,Taouratine-Sup,2.75,15
316,315.99,86,6,2591,14.0,Taouratine-Sup,2.75,15
317,316.99,86,6,2588,9.7,Taouratine-Sup,2.75,15
318,317.99,89,8,2588,14.9,Taouratine-Sup,2.75,15
319,318.99,87,9,2588,12.4,Taouratine-Sup,2.75,15
320,319.99,88,9,2583,9.4,Taouratine-Sup,2.75,15
321,320.99,88,9,2581,10.4,Taouratine-Sup,2.75,15
322,321.99,90,7,2583,13.6,Taouratine-Sup,2.75,15
323,322.99,91,6,2584,13.9,Taouratine-Sup,2.75,15
324,323.99,89,7,2584,10.4,Taouratine-Sup,2.75,15
325,324.99,94,5,2585,12.7,Taouratine-Moy,3.25,14
326,325.99,104,2,2603,7.2,Taouratine-Moy,3.25,14
327,326.99,110,1,2610,11.9,Taouratine-Moy,3.25,14
328,327.99,107,2,2605,5.8,Taouratine-Moy,3.25,14
329,328.99,103,3,2602,9.9,Taouratine-Moy,3.25,14
330,329.99,106,3,2605,8.6,Taouratine-Moy,3.25,14
331,330.99,106,3,2605,8.9,Taouratine-Moy,3.25,14
332,331.99,105,3,2604,10.2,Taouratine-Moy,3.25,14
333,332.99,108,2,2603,6.2,Taouratine-Moy,3.25,14
334,333.99,110,1,2603,5.0,Taouratine-Moy,3.25,14
335,334.99,89,4,2587,8.3,Taouratine-Moy,3.25,14
336,335.99,88,7,2584,12.1,Taouratine-Moy,3.25,14
337,336.99,90,6,2585,9.4,Taouratine-Moy,3.25,14
338,337.99,93,6,2587,7.6,Taouratine-Moy,3.25,14
339,338.99,93,7,2590,12.1,Taouratine-Moy,3.25,14
340,339.99,93,7,2589,13.1,Taouratine-Moy,3.25,14
341,340.99,91,8,2589,9.5,Taouratine-Moy,3.25,14
342,341.99,91,8,2591,14.6,Taouratine-Moy,3.25,14
343,342.99,92,8,2589,14.1,Taouratine-Moy,3.25,14
344,343.99,90,6,2588,14.7,Taouratine-Moy,3.25,14
345,344.99,98,3,2596,8.1,Taouratine-Moy,3.25,14
346,345.99,97,2,2602,12.6,Taouratine-Moy,3.25,14
347,346.99,94,3,2606,7.9,Taouratine-Moy,3.25,14
348,347.99,91,5,2602,8.1,Taouratine-Moy,3.25,14
349,348.99,92,5,2603,7.8,Taouratine-Moy,3.25,14
350,349.99,87,7,2603,12.0,Taouratine-Moy,3.25,14
351,350.99,89,6,2600,9.3,Taouratine-Moy,3.25,14
352,351.99,92,5,2602,11.1,Taouratine-Moy,3.25,14
353,352.99,85,5,2601,6.2,Taouratine-Moy,3.25,14
354,353.99,77,5,2605,5.3,Taouratine-Moy,3.25,14
355,354.99,76,6,2605,5.3,Taouratine-Moy,3.25,14
356,355.99,78,5,2603,6.3,Taouratine-Moy,3.25,14
357,356.99,75,6,2601,10.1,Taouratine-Moy,3.25,14
358,357.99,74,7,2601,9.7,Taouratine-Moy,3.25,14
359,358.99,76,6,2604,8.7,Taouratine-Moy,3.25,14
360,359.99,78,7,2603,10.5,Taouratine-Moy,3.25,14
361,360.99,80,8,2603,7.5,Taouratine-Moy,3.25,14
362,361.99,82,8,2604,5.8,Taouratine-Moy,3.25,14
363,362.99,90,7,2598,10.4,Taouratine-Moy,3.25,14
364,363.99,105,7,2588,7.7,Taouratine-Moy,3.25,14
365,364.99,105,7,2590,6.9,Taouratine-Moy,3.25,14
366,365.99,117,4,2596,2.1,Taouratine-Moy,3.25,14
367,366.99,109,7,2597,4.3,Taouratine-Moy,3.25,14
368,367.99,110,7,2601,4.2,Taouratine-Moy,3.25,14
369,368.99,105,9,2596,5.0,Taouratine-Moy,3.25,14
370,369.99,102,10,2603,4.3,Taouratine-Moy,3.25,14
371,370.99,101,10,2602,7.7,Taouratine-Moy,3.25,14
372,371.99,99,8,2597,5.8,Taouratine-Moy,3.25,14
373,372.99,92,6,2590,6.6,Taouratine-Moy,3.25,14
374,373.99,91,7,2592,10.7,Taouratine-Moy,3.25,14
375,374.99,96,4,2590,4.9,Taouratine-Moy,3.25,14
376,375.99,101,3,2589,2.4,Taouratine-Moy,3.25,14
377,376.99,96,8,2589,6.4,Taouratine-Moy,3.25,14
378,377.99,94,9,2585,9.9,Taouratine-Moy,3.25,14
379,378.99,95,9,2587,8.1,Taouratine-Inf,3.5,13
380,379.99,93,9,2586,16.3,Taouratine-Inf,3.5,13
381,380.99,103,5,2586,14.0,Taouratine-Inf,3.5,13
382,381.99,84,4,2579,9.4,Taouratine-Inf,3.5,13
383,382.99,79,7,2577,7.2,Taouratine-Inf,3.5,13
384,383.99,80,7,2576,6.0,Taouratine-Inf,3.5,13
385,384.99,85,4,2574,10.8,Taouratine-Inf,3.5,13
386,385.99,85,3,2573,12.3,Taouratine-Inf,3.5,13
387,386.99,81,4,2573,12.5,Taouratine-Inf,3.5,13
388,387.99,82,5,2574,6.6,Taouratine-Inf,3.5,13
389,388.99,81,6,2574,8.8,Taouratine-Inf,3.5,13
390,389.99,83,4,2576,9.0,Taouratine-Inf,3.5,13
391,390.99,79,4,2580,12.5,Taouratine-Inf,3.5,13
392,391.99,79,4,2565,17.4,Taouratine-Inf,3.5,13
393,392.99,82,3,2569,11.6,Taouratine-Inf,3.5,13
394,393.99,79,4,2580,10.2,Taouratine-Inf,3.5,13
395,394.99,80,4,2592,12.5,Taouratine-Inf,3.5,13
396,395.99,80,3,2590,17.4,Taouratine-Inf,3.5,13
397,396.99,80,4,2590,19.2,Taouratine-Inf,3.5,13
398,397.99,80,4,2590,10.5,Taouratine-Inf,3.5,13
399,398.99,73,7,2588,14.1,Taouratine-Inf,3.5,13
400,399.99,76,6,2598,7.6,Taouratine-Inf,3.5,13
401,400.99,94,7,2620,8.6,Taouratine-Inf,3.5,13
402,401.99,92,9,2619,10.6,Taouratine-Inf,3.5,13
403,402.99,93,8,2621,10.7,Taouratine-Inf,3.5,13
404,403.99,93,8,2621,13.9,Taouratine-Inf,3.5,13
405,404.99,94,8,2620,10.9,Taouratine-Inf,3.5,13
406,405.99,96,6,2620,11.7,Taouratine-Inf,3.5,13
407,406.99,98,6,2621,6.7,Taouratine-Inf,3.5,13
408,407.99,99,5,2620,12.8,Taouratine-Inf,3.5,13
409,408.99,92,6,2617,11.7,Taouratine-Inf,3.5,13
410,409.99,86,8,2573,8.3,Taouratine-Inf,3.5,13
411,410.99,98,4,2572,5.8,Taouratine-Inf,3.5,13
412,411.99,96,6,2576,6.3,Taouratine-Inf,3.5,13
413,412.99,97,6,2575,4.7,Taouratine-Inf,3.5,13
414,413.99,103,4,2572,3.8,Taouratine-Inf,3.5,13
415,414.99,98,5,2556,5.1,Taouratine-Inf,3.5,13
416,415.99,102,3,2565,7.1,Taouratine-Inf,3.5,13
417,416.99,101,4,2571,8.5,Taouratine-Inf,3.5,13
418,417.99,99,4,2573,5.6,Taouratine-Inf,3.5,13
419,418.99,89,5,2564,5.4,Taouratine-Inf,3.5,13
420,419.99,93,4,2565,5.8,Taouratine-Inf,3.5,13
421,420.99,94,3,2561,5.2,Taouratine-Inf,3.5,13
422,421.99,91,4,2553,7.0,Taouratine-Inf,3.5,13
423,422.99,94,3,2566,8.2,Taouratine-Inf,3.5,13
424,423.99,88,5,2567,10.9,Taouratine-Inf,3.5,13
425,424.99,88,6,2563,8.0,Taouratine-Inf,3.5,13
426,425.99,87,6,2579,7.1,Taouratine-Inf,3.5,13
427,426.99,89,5,2574,13.0,Taouratine-Inf,3.5,13
428,427.99,87,6,2570,11.7,Taouratine-Inf,3.5,13
429,428.99,83,6,2578,8.3,Taouratine-Inf,3.5,13
430,429.99,91,7,2567,7.8,Taouratine-Inf,3.5,13
431,430.99,91,7,2563,5.7,Taouratine-Inf,3.5,13
432,431.99,90,8,2566,4.2,Taouratine-Inf,3.5,13
433,432.99,90,8,2570,6.7,Taouratine-Inf,3.5,13
434,433.99,89,9,2571,7.0,Taouratine-Inf,3.5,13
435,434.99,90,9,2591,7.8,Taouratine-Inf,3.5,13
436,435.99,89,8,2587,7.2,Taouratine-Inf,3.5,13
437,436.99,85,8,2591,6.6,Taouratine-Inf,3.5,13
